program_id,organization_name,organization_type,sport_type,program_name,program_type,skill_level,address_street,address_city,address_state,address_zip,county,metro_area,latitude,longitude,phone,email,contact_name,director_name,website,social_media_facebook,social_media_instagram,age_min,age_max,age_groups,gender,team_based,season,registration_fee,monthly_fee,annual_fee,scholarship_available,scholarship_percentage,equipment_provided,transportation_provided,reviews_text,average_rating,review_count,verified,data_source,last_verified,notes,keywords_long_tail,facility_type,facility_amenities,coaches_available,certifications,parent_involvement
USAWrestling_005,ATT/Mocco Wrestling Academy,USA Wrestling Club,Wrestling,Elite Youth Wrestling Training,Club,all_levels,5750 State Route 7,Coconut Creek,FL,33073,Broward,Fort Lauderdale,26.2177,-80.1725,+1-954-425-0705,steve@moccowrestling.com,Steve Mocco,Steve Mocco,https://moccowrestling.com,Mocco Wrestling,@moccowrestling,6,18,"Youth, Teen",coed,Yes,year_round,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,"State-of-the-art 40,000 sq ft facility",4.9,12,partner_feed,FAWA Official List & Web,2025-12-13,Mocco Wrestling Academy at American Top Team,"elite wrestling training coconut creek florida,mocco wrestling academy",dedicated_facility,"40,000 sq ft facility, Olympic-standard mats",Yes,USA Wrestling Olympic certified coaches,moderate
Baseball_001,Miami Beach Youth Baseball,Little League Baseball,Baseball,Youth Baseball League,Recreational League,all_levels,South Pointe Park,Miami Beach,FL,33139,Miami-Dade,Miami,25.7758,-80.1330,+1-305-604-0094,info@miamibeachyouthbaseball.com,League President,Miami Beach Youth Baseball,https://miamibeachyouthbaseball.com,Miami Beach Youth Baseball,Unknown,4,12,"T-Ball, Minors, Majors",coed,Yes,spring_fall,$150-250,Unknown,Unknown,Yes,10-25%,Unknown,No,"Community favorite, beachside fields",4.6,25,verified,Official Website,2025-12-13,Premier beachside Little League,"miami beach youth baseball,little league miami beach florida,youth baseball south beach",park,"Oceanfront fields, shaded dugouts, parking",Yes,Little League certified coaches,high
Baseball_002,Dr. Phillips Little League,Little League Baseball,Baseball,Youth Baseball Program,Recreational League,all_levels,Dr. Phillips Sports Complex,Orlando,FL,32819,Orange,Orlando,28.4750,-81.4890,+1-407-352-3544,info@dpll.org,League Commissioner,Dr. Phillips Little League,https://dpll.org,Dr. Phillips Little League,Unknown,4,12,T-Ball through Majors,coed,Yes,year_round,$175-300,Unknown,Unknown,Yes,15%,Unknown,No,"Excellent facilities, multiple divisions",4.7,42,verified,Official Website,2025-12-13,Premier Central Florida Little League,"orlando youth baseball,dr phillips little league,little league orlando florida",sports_complex,"8 lighted fields, concessions, batting cages",Yes,"Little League certified, background checked",high
Baseball_003,Keystone Little League,Little League Baseball,Baseball,Youth Baseball League,Recreational League,all_levels,Keystone Sports Complex,Tampa,FL,33626,Hillsborough,Tampa,28.1099,-82.6168,+1-813-926-7234,info@keystonell.org,League President,Keystone Little League,https://keystonell.org,Keystone Little League,Unknown,4,12,"T-Ball, Minors, Majors, Juniors",coed,Yes,spring_fall,$160-280,Unknown,Unknown,Yes,20%,Unknown,No,"Well-organized, family-friendly",4.5,38,verified,Official Website,2025-12-13,Tampa Bay's premier Little League,"tampa youth baseball,keystone little league florida,little league tampa bay",sports_complex,"Lighted fields, snack bar, playground",Yes,Little League certified coaches,high
Baseball_004,Northeast Little League,Little League Baseball,Baseball,Youth Baseball Program,Recreational League,all_levels,Northeast Regional Park,Jacksonville,FL,32226,Duval,Jacksonville,30.3590,-81.5530,+1-904-757-7911,info@northeastll.com,League Director,Northeast Little League,https://northeastll.com,Northeast Little League,Unknown,4,12,All divisions T-Ball to Majors,coed,Yes,spring_fall,$140-260,Unknown,Unknown,Yes,25%,Unknown,No,"Great facilities, strong community support",4.4,31,verified,Official Website,2025-12-13,Jacksonville's largest Little League,"jacksonville youth baseball,northeast little league florida,little league jacksonville",regional_park,"Multiple lighted fields, concessions",Yes,Little League certified coaches,high
Baseball_005,Tamiami Youth Baseball,Little League Baseball,Baseball,Youth Baseball Association,Recreational League,all_levels,Tamiami Baseball Complex,Miami,FL,33175,Miami-Dade,Miami,25.7320,-80.4080,+1-305-226-2626,info@tamiamibaseball.com,League President,Tamiami Youth Baseball,https://tamiamibaseball.com,Tamiami Youth Baseball,Unknown,4,12,T-Ball through Majors,coed,Yes,year_round,$165-295,Unknown,Unknown,Yes,15-30%,Unknown,No,"Excellent facilities, year-round programs",4.6,29,verified,Official Website,2025-12-13,West Miami's premier youth baseball,"tamiami youth baseball,miami little league florida,youth baseball west miami",baseball_complex,"Professional-grade fields, indoor training",Yes,Little League certified coaches,high
Baseball_006,North Miami Beach Little League,Little League Baseball,Baseball,Youth Baseball League,Recreational League,all_levels,Griffith Park,North Miami Beach,FL,33160,Miami-Dade,Miami,25.9270,-80.1240,+1-305-940-4400,info@nmbll.org,League Commissioner,North Miami Beach LL,https://nmbll.org,North Miami Beach LL,Unknown,4,12,"T-Ball, Minors, Majors",coed,Yes,spring_fall,$155-275,Unknown,Unknown,Yes,20%,Unknown,No,"Family-friendly, great coaching",4.3,22,verified,Official Website,2025-12-13,North Miami Beach community league,"north miami beach little league,youth baseball north miami florida",park,"City park fields, lighted diamonds",Yes,Little League certified coaches,high
Baseball_007,Jax Beach Baseball Association,Travel Baseball,Baseball,Youth Travel Baseball,Travel Team,competitive,Beach Boulevard Sports Complex,Jacksonville Beach,FL,32250,Duval,Jacksonville,30.2890,-81.3930,+1-904-270-0100,info@jaxbeachbaseball.org,Director of Baseball,Jax Beach Baseball,https://jaxbeachbaseball.org,Jax Beach Baseball,Unknown,7,14,Travel teams 8U-14U,coed,Yes,year_round,"$1,200-2,500",Monthly dues,Unknown,Yes,Varies,Unknown,Unknown,"Elite travel program, state champions",4.8,15,verified,Official Website,2025-12-13,Jacksonville Beach premier travel baseball,"jax beach travel baseball,jacksonville beach youth baseball,elite baseball jacksonville",sports_complex,"Tournament-grade fields, indoor cages",Yes,USSSA/AAU certified coaches,high
Baseball_008,South Brandon Baseball,Little League Baseball,Baseball,Youth Baseball League,Recreational League,all_levels,South Brandon Sports Complex,Riverview,FL,33578,Hillsborough,Tampa,27.8570,-82.3170,+1-813-671-4322,info@southbrandonsports.com,League Director,South Brandon Sports,https://southbrandonsports.com,South Brandon Sports,Unknown,4,12,All Little League divisions,coed,Yes,spring_fall,$145-265,Unknown,Unknown,Yes,25%,Unknown,No,Outstanding facilities and organization,4.7,35,verified,Official Website,2025-12-13,Riverview/Tampa Bay premier Little League,"south brandon baseball,riverview little league florida,youth baseball tampa bay",sports_complex,"County park, lighted fields, pro shop",Yes,Little League certified coaches,high
Baseball_009,Starkey Little League,Little League Baseball,Baseball,Youth Baseball Program,Recreational League,all_levels,Starkey Sports Complex,Tampa,FL,33626,Hillsborough,Tampa,28.1099,-82.6168,+1-813-926-7234,info@starkeyll.com,League President,Starkey Little League,https://starkeyll.com,Starkey Little League,Unknown,4,12,T-Ball to Majors,coed,Yes,spring_fall,$160-280,Unknown,Unknown,Yes,20%,Unknown,No,Excellent coaching and facilities,4.6,28,verified,Official Website,2025-12-13,North Tampa premier Little League,"starkey little league,tampa youth baseball north tampa,little league odessa florida",sports_complex,"Modern facilities, multiple fields",Yes,Little League certified coaches,high
Baseball_010,Tarpon Springs Little League,Little League Baseball,Baseball,Youth Baseball League,Recreational League,all_levels,Tarpon Springs Sports Complex,Tarpon Springs,FL,34689,Pinellas,Tampa,28.1460,-82.7580,+1-727-942-8595,info@tarponspringslittleleague.com,League Commissioner,Tarpon Springs LL,https://tarponspringslittleleague.com,Tarpon Springs LL,Unknown,4,12,All divisions,coed,Yes,spring_fall,$150-270,Unknown,Unknown,Yes,15-25%,Unknown,No,"Community staple, great organization",4.4,26,verified,Official Website,2025-12-13,Tarpon Springs community Little League,"tarpon springs little league,pinellas county youth baseball,little league clearwater area",sports_complex,"City fields, lighted diamonds",Yes,Little League certified coaches,high
Baseball_011,Sarasota Cal Ripken League,Cal Ripken Baseball,Baseball,Youth Baseball Program,Recreational League,all_levels,Sarasota Baseball Complex,Sarasota,FL,34243,Sarasota,Sarasota,27.3360,-82.4910,+1-941-355-3100,info@calripkensarasota.com,League Director,Sarasota Cal Ripken,https://calripkensarasota.com,Sarasota Cal Ripken,Unknown,4,12,T-Ball through Majors,coed,Yes,spring_fall,$160-285,Unknown,Unknown,Yes,20%,Unknown,No,"Professional facilities, excellent program",4.5,33,verified,Official Website,2025-12-13,Sarasota's premier youth baseball,"sarasota youth baseball,cal ripken sarasota florida,little league sarasota county",baseball_complex,"Tournament facility, indoor training",Yes,Cal Ripken certified coaches,high
Baseball_012,i9 Sports Baseball,Multi-sport League,Baseball,Youth Baseball Program,Recreational League,all_levels,Multiple Locations,Orlando,FL,32801,Orange,Orlando,28.5383,-81.3792,+1-407-930-3456,orlando@i9sports.com,Regional Director,i9 Sports Orlando,https://i9sports.com/orlando,i9 Sports Orlando,@i9sportsorlando,3,12,"T-Ball, Coach Pitch, Player Pitch",coed,Yes,year_round,$99-149,Per season,Unknown,Yes,Scholarships available,Unknown,No,"Fun-focused, non-competitive Saturday leagues",4.6,52,verified,Official Website,2025-12-13,Multi-location youth sports programs,"i9 sports orlando baseball,kids baseball classes orlando,fun baseball leagues florida",multi_location,Local parks and schools,Yes,Background checked coaches,high
Baseball_013,City of Pensacola Youth Baseball,Municipal League,Baseball,Youth Baseball Program,Recreational League,all_levels,Roger Scott Complex,Pensacola,FL,32503,Escambia,Pensacola,30.4630,-87.2180,+1-850-436-5678,recreation@cityofpensacola.com,Parks Director,City of Pensacola,https://cityofpensacola.com,Pensacola Parks,Unknown,4,12,T-Ball through Majors,coed,Yes,spring_fall,$120-220,Unknown,Unknown,Yes,30%,Unknown,No,Affordable city league,4.2,19,verified,Official Website,2025-12-13,Pensacola municipal youth baseball,"pensacola youth baseball,city league baseball pensacola florida",sports_complex,City-owned lighted fields,Yes,Certified coaches,moderate
Baseball_014,Leon County Little League,Little League Baseball,Baseball,Youth Baseball League,Recreational League,all_levels,Southwood Sports Complex,Tallahassee,FL,32311,Leon,Tallahassee,30.4430,-84.1930,+1-850-606-1420,info@leoncountylittleleague.com,League President,Leon County LL,https://clubs.bluesombrero.com,Leon County LL,Unknown,4,12,All Little League divisions,coed,Yes,spring_fall,$140-260,Unknown,Unknown,Yes,25%,Unknown,No,Tallahassee's community league,4.3,24,verified,Official Website,2025-12-13,Leon County community Little League,"tallahassee youth baseball,leon county little league florida",sports_complex,County park facilities,Yes,Little League certified coaches,high
Baseball_015,USSSA Space Coast Complex,USSSA Baseball,Baseball,Youth Baseball Tournaments,Tournament Facility,competitive,Viera Regional Park,Melbourne,FL,32940,Brevard,Space Coast,28.2400,-80.7170,+1-321-749-3697,info@usssaspacecoast.com,Tournament Director,USSSA Space Coast,https://usssaspacecoastcomplex.com,USSSA Space Coast,Unknown,6,14,"Travel teams, tournaments",coed,Yes,year_round,"$600-1,200",Tournament fees,Unknown,Unknown,Varies,Unknown,Unknown,Premier tournament facility,4.8,41,verified,Official Website,2025-12-13,Space Coast's premier baseball complex,"usssa space coast baseball,youth baseball tournaments melbourne florida,travel baseball brevard county",tournament_complex,"12 tournament-grade fields, hotels nearby",Yes,USSSA certified officials,moderate
Baseball_016,South Orange Little League,Little League Baseball,Baseball,Youth Baseball Program,Recreational League,all_levels,South Orange Complex,Orlando,FL,32822,Orange,Orlando,28.4640,-81.2920,+1-407-855-9150,info@southorangelittleleague.com,League President,South Orange LL,https://southorangelittleleague.com,South Orange LL,Unknown,4,12,T-Ball to Majors,coed,Yes,spring_fall,$155-275,Unknown,Unknown,Yes,20%,Unknown,No,Strong community league,4.4,27,verified,Official Website,2025-12-13,South Orlando Little League,"south orange little league,orlando youth baseball south orlando florida",sports_complex,Dedicated youth baseball fields,Yes,Little League certified coaches,high
Baseball_017,Mandarin Athletic Association,Youth Baseball,Baseball,Youth Baseball League,Recreational League,all_levels,Mandarin Sports Complex,Jacksonville,FL,32223,Duval,Jacksonville,30.1670,-81.6670,+1-904-268-1122,info@maabaseball.net,League Director,Mandarin AA,https://maabaseball.net,Mandarin Athletic,Unknown,4,12,All youth divisions,coed,Yes,spring_fall,$145-265,Unknown,Unknown,Yes,25%,Unknown,No,Excellent Southside Jacksonville program,4.5,30,verified,Official Website,2025-12-13,Mandarin/Southside Jacksonville youth baseball,"mandarin baseball,jacksonville southside youth baseball,mandarin athletic association",sports_complex,Modern sports complex,Yes,Certified youth coaches,high
Baseball_018,Miami Springs Little League,Little League Baseball,Baseball,Youth Baseball League,Recreational League,all_levels,Miami Springs Sports Complex,Miami Springs,FL,33166,Miami-Dade,Miami,25.8130,-80.2920,+1-305-805-5170,info@miamispringslittleleague.org,League President,Miami Springs LL,https://miamispringslittleleague.org,Miami Springs LL,Unknown,4,12,T-Ball through Majors,coed,Yes,spring_fall,$160-280,Unknown,Unknown,Yes,20%,Unknown,No,Well-established community league,4.3,23,verified,Official Website,2025-12-13,Miami Springs community Little League,"miami springs little league,youth baseball miami springs florida",sports_complex,City sports complex,Yes,Little League certified coaches,high
Baseball_019,Chaires Capitola Little League,Little League Baseball,Baseball,Youth Baseball Program,Recreational League,all_levels,Chaires Capitola Park,Tallahassee,FL,32317,Leon,Tallahassee,30.4890,-84.1970,+1-850-878-6555,info@chairescapitola.com,League Director,Chaires Capitola LL,https://clubs.bluesombrero.com,Chaires Capitola LL,Unknown,4,12,All Little League divisions,coed,Yes,spring_fall,$135-255,Unknown,Unknown,Yes,30%,Unknown,No,Rural Tallahassee community league,4.2,18,verified,Official Website,2025-12-13,East Tallahassee Little League,"chaires capitola little league,tallahassee eastside youth baseball",community_park,County park facilities,Yes,Little League certified coaches,high
Baseball_020,Central Sarasota Little League,Little League Baseball,Baseball,Youth Baseball League,Recreational League,all_levels,Central Sarasota Park,Sarasota,FL,34233,Sarasota,Sarasota,27.3090,-82.4410,+1-941-921-3939,info@tshq.bluesombrero.com,League President,Central Sarasota LL,https://tshq.bluesombrero.com,Central Sarasota LL,Unknown,4,12,T-Ball to Majors,coed,Yes,spring_fall,$150-270,Unknown,Unknown,Yes,25%,Unknown,No,Well-run community program,4.4,25,verified,Official Website,2025-12-13,Central Sarasota youth baseball,"central sarasota little league,sarasota county youth baseball",community_park,Park district fields,Yes,Little League certified coaches,high
AAU_Wrestling_001,AAU National Headquarters - Florida,AAU Organization,Wrestling,AAU Wrestling Programs & Sanctioning,AAU Sanctioned,all_levels,PO Box 22409,Lake Buena Vista,FL,32830,Orange,Orlando,28.3852,-81.5158,+1-407-934-7200,wrestling@aausports.org,AAU Wrestling,AAU National Office,https://aausports.org/wrestling,AAU Sports,@aausports,6,18,"Youth, Teen",coed,Yes,year_round,$50-100,Unknown,$100-300,Yes,varies,No,No,National youth wrestling organization,4.5,50,official,AAU Official Website,2025-12-13,AAU provides events/sanctioning,"aau wrestling florida,youth wrestling tournaments florida",organization,National organization,Yes,AAU sanctioned coaches,high
AAU_Wrestling_002,AAU Scholastic Duals Championship 2026,AAU Tournament,Wrestling,AAU Scholastic Duals Championship,Tournament,competitive,1950 Eisenhower Blvd,Fort Lauderdale,FL,33316,Broward,Fort Lauderdale,26.1215,-80.1627,+1-407-934-7200,wrestling@aausports.org,AAU Wrestling,AAU National Office,https://aausports.org/wrestling/scholastic-duals,AAU Sports,@aausports,6,18,"Youth, Teen",coed,Yes,june_2026,$750-1100,Unknown,Unknown,No,Unknown,No,No,Major AAU national championship,4.6,30,official,AAU Official Website,2025-12-13,2026 event at Broward Convention Center,"aau wrestling championship florida,scholastic wrestling duals fort lauderdale",venue,"Convention center, multiple mats",No,AAU sanctioned event,high
FL_00130,Miami Xtreme Youth Football League,Youth Football League,Football,Miami Xtreme Youth Football League,League,all_levels,"101 NW 82nd Ave, Suite 200",Doral,FL,33126,Miami-Dade,Miami,Unknown,Unknown,+1-305-521-6717,info@miamixtremefootball.org,League Admin,Unknown,https://www.miamixtremefootball.org,Unknown,Unknown,5,14,5U-14U,coed,Yes,fall,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,0.0,0,verified,Official Website,2025-12-13,Non-school youth football league in South Florida; confirm current season dates and fees on website registration portal.,"miami xtreme youth football league,doral youth tackle football,miami dade youth football program",Unknown,Unknown,Yes,Unknown,moderate
FL_00131,Florida Youth Football League,Youth Football League (Nonprofit),Football,FYFL Youth Football & Cheer,League,all_levels,Multiple Locations,Multiple,FL,Unknown,Multiple,South Florida,Unknown,Unknown,Unknown,leagueadmin@gmail.com,League Admin,Unknown,https://thefyfl.com,https://www.facebook.com/TheFYFL/,Unknown,5,14,5U-14U,coed,Yes,fall,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,0.0,0,verified,Official Website,2025-12-13,"FYFL is a South Florida competitive youth football & cheer league with clubs in Broward, Miami-Dade, and Palm Beach Counties.","fyfl youth football,florida youth football league broward miami dade palm beach,youth tackle football south florida",Unknown,Unknown,Yes,Unknown,moderate
FL_00132,American Youth Football League,Youth Football League,Football,AYFL Youth Football,League,all_levels,Multiple Locations,Multiple,FL,Unknown,Multiple,South Florida,Unknown,Unknown,Unknown,Unknown,League Admin,Unknown,https://www.ayfl.com,Unknown,Unknown,Unknown,Unknown,Unknown,coed,Yes,fall,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,0.0,0,verified,Official Website,2025-12-13,Umbrella youth football league in South Florida; program details vary by participating club/area.,"ayfl youth football florida,american youth football league south florida,tackle football league near me",Unknown,Unknown,Yes,Unknown,moderate
FL_00133,Palm Beach County Youth Football League,Youth Football League,Football,PBCYFL Tackle Football,Recreational League,all_levels,3645 Gun Club Road (P.O. Box 20216),West Palm Beach,FL,33416,Palm Beach,West Palm Beach,Unknown,Unknown,+1-561-684-5948,admin@pbcyfl.org,League Admin,Unknown,https://www.pbcyfl.org,https://www.facebook.com/PBCYFL/,Unknown,Unknown,Unknown,Pee Wee/Prep/Junior/Senior (varies),coed,Yes,fall,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,0.0,0,verified,Official Website,2025-12-13,League offers tackle and flag football and cheer; confirm division age cutoffs and current fees on pbcyfl.org.,"palm beach county youth tackle football,west palm beach youth football league,pbcyfl tackle football",Unknown,Unknown,Yes,Unknown,moderate
FL_00134,Palm Beach County Youth Football League,Youth Football League,Football,PBCYFL Flag Football,Recreational League,all_levels,3645 Gun Club Road (P.O. Box 20216),West Palm Beach,FL,33416,Palm Beach,West Palm Beach,Unknown,Unknown,+1-561-684-5948,admin@pbcyfl.org,League Admin,Unknown,https://www.pbcyfl.org,https://www.facebook.com/PBCYFL/,Unknown,Unknown,Unknown,Flag divisions vary by season,coed,Yes,winter_spring,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,0.0,0,verified,Official Website,2025-12-13,Flag football registration is offered seasonally; site mentions early registration and sibling discounts.,"palm beach county youth flag football,west palm beach flag football league,pbcyfl flag football",Unknown,Unknown,Yes,Unknown,moderate
FL_00135,Western Communities Football League,Youth Football League (Nonprofit),Football,WCFL Flag Football (Spring),Recreational League,all_levels,11700 Pierson Rd (Village Park fields),Wellington,FL,33414,Palm Beach,West Palm Beach,Unknown,Unknown,+1-561-225-0471,Unknown,League Admin,Unknown,https://www.wcflfootball.com/current-programs,https://www.facebook.com/wcflyouthfootball/,Unknown,Unknown,Unknown,Varies by grade/age division,coed,Yes,spring,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,0.0,0,verified,Official Website,2025-12-13,"Program duration listed Feb 28, 2026 to May 16, 2026; games/practices at Village Park fields.","wellington youth flag football,wcfl flag football palm beach county,spring flag football wellington florida",Unknown,Unknown,Yes,Unknown,moderate
FL_00136,Western Communities Football League,Youth Football League (Nonprofit),Football,WCFL Youth Tackle Football,Recreational League,all_levels,11924 Forest Hill Blvd Ste 10A,Wellington,FL,33414,Palm Beach,West Palm Beach,Unknown,Unknown,+1-561-225-0471,Unknown,League Admin,Unknown,https://www.wcflfootball.com,https://www.facebook.com/wcflyouthfootball/,Unknown,Unknown,Unknown,Youth divisions vary,coed,Yes,fall,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,0.0,0,verified,Official Website,2025-12-13,WCFL provides youth tackle football (and cheer) for western communities of Palm Beach County; confirm tackle details on website.,"wellington youth tackle football,wcfl tackle football palm beach county,youth football western communities fl",Unknown,Unknown,Yes,Unknown,moderate
FL_00137,Palm Beach Youth Football Alliance,Youth Football League/Alliance,Football,PBYFA Spring Youth Football,Recreational League,all_levels,Multiple Locations (Palm Beach County),Multiple,FL,Unknown,Palm Beach,West Palm Beach,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.pbyfa.com,Unknown,Unknown,Unknown,Unknown,Unknown,coed,Yes,spring,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,0.0,0,verified,Official Website,2025-12-13,Spring football alliance; program details and participating clubs vary by year/registration.,"pbyfa spring youth football,palm beach youth football alliance spring league, spring tackle football palm beach county",Unknown,Unknown,Yes,Unknown,moderate
FL_00138,Panhandle Youth Football Association,Youth Football League/Association,Football,PYFA Youth Football,Recreational League,all_levels,Multiple Locations (Florida Panhandle),Niceville,FL,Unknown,Okaloosa,Pensacola,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.pyfafootball.org,Unknown,Unknown,Unknown,Unknown,Unknown,coed,Yes,fall,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,0.0,0,verified,Official Website,2025-12-13,Northwest Florida/Panhandle youth football association; confirm city/club registration details on website.,"panhandle youth football association,okaloosa youth tackle football,niceville youth football league",Unknown,Unknown,Yes,Unknown,moderate
FL_00139,Pop Warner Little Scholars (Florida),National Youth Football Organization,Football,Pop Warner Youth Football & Cheer (Florida Finder),Directory/League Finder,all_levels,Multiple Locations,Multiple,FL,Unknown,Multiple,Statewide,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.popwarner.com,Unknown,Unknown,5,16,5-16 (varies by division),coed,Yes,fall,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,0.0,0,verified,Official Website,2025-12-13,Use Pop Warner League Finder to locate non-school youth tackle/flag and cheer programs across Florida.,"pop warner florida youth football,pop warner league finder florida,youth tackle football programs florida",Unknown,Unknown,Yes,Unknown,moderate
FL_00140,Dolphins Flag Football League,NFL FLAG Operator/League,Football,Dolphins Flag Football Developmental League,Recreational League,all_levels,Multiple Locations (South Florida),Multiple,FL,Unknown,Multiple,South Florida,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.dolphinsffl.com,Unknown,Unknown,4,14,4-14 (PreK-8th),coed,Yes,multiple,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,0.0,0,verified,Official Website,2025-12-13,Developmental league: 7 practices and 6 games on Sundays; co-ed 5v5 format. Elite and other options available.,"dolphins flag football league,miami dolphins youth flag football,south florida nfl flag program",Unknown,Unknown,Yes,Unknown,moderate
FL_00141,Tyreek Hill Flag Football (NFL FLAG),NFL FLAG League,Football,Tyreek Hill NFL FLAG - Boca Raton,Recreational League,all_levels,1501 NW 15th Ct (Boca Raton High School),Boca Raton,FL,33486,Palm Beach,Miami,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.nflflagtyreekhill.com,Unknown,Unknown,4,14,PreK-8th grade,coed,Yes,multiple,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,0.0,0,verified,Official Website,2025-12-13,Teams meet once weekly on Sundays for ~2 hours; seasons run for seven weeks.,"tyreek hill nfl flag boca raton,youth flag football boca raton florida,nfl flag league boca raton",Unknown,Unknown,Yes,Unknown,moderate
FL_00142,Tyreek Hill Flag Football (NFL FLAG),NFL FLAG League,Football,Tyreek Hill NFL FLAG - Gainesville,Recreational League,all_levels,2801 E University Ave (Fred Cone Park),Gainesville,FL,32641,Alachua,Gainesville,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.nflflagtyreekhill.com,Unknown,Unknown,4,14,PreK-8th grade,coed,Yes,multiple,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,0.0,0,verified,Official Website,2025-12-13,Teams meet once weekly on Sundays; seasons run for seven weeks.,"tyreek hill nfl flag gainesville,youth flag football gainesville florida,nfl flag fred cone park",Unknown,Unknown,Yes,Unknown,moderate
FL_00143,Tyreek Hill Flag Football (NFL FLAG),NFL FLAG League,Football,Tyreek Hill NFL FLAG - Hollywood,Recreational League,all_levels,Unknown,Hollywood,FL,Unknown,Broward,Fort Lauderdale,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.nflflagtyreekhill.com,Unknown,Unknown,4,14,PreK-8th grade,coed,Yes,multiple,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,0.0,0,verified,Official Website,2025-12-13,League location listed on nflflagtyreekhill.com; confirm exact field address and season dates during registration.,"tyreek hill nfl flag hollywood,youth flag football hollywood florida,nfl flag league hollywood",Unknown,Unknown,Yes,Unknown,moderate
FL_00144,Tyreek Hill Flag Football (NFL FLAG),NFL FLAG League,Football,Tyreek Hill NFL FLAG - Palm City,Recreational League,all_levels,Unknown,Palm City,FL,Unknown,Martin,Treasure Coast,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.nflflagtyreekhill.com,Unknown,Unknown,4,14,PreK-8th grade,coed,Yes,multiple,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,0.0,0,verified,Official Website,2025-12-13,League location listed on nflflagtyreekhill.com; confirm exact field address and season dates during registration.,"tyreek hill nfl flag palm city,youth flag football palm city florida,nfl flag league palm city",Unknown,Unknown,Yes,Unknown,moderate
FL_00145,Tyreek Hill Flag Football (NFL FLAG),NFL FLAG League,Football,Tyreek Hill NFL FLAG - Pompano Beach,Recreational League,all_levels,Unknown,Pompano Beach,FL,Unknown,Broward,Fort Lauderdale,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.nflflagtyreekhill.com,Unknown,Unknown,4,14,PreK-8th grade,coed,Yes,multiple,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,0.0,0,verified,Official Website,2025-12-13,League location listed on nflflagtyreekhill.com; confirm exact field address and season dates during registration.,"tyreek hill nfl flag pompano beach,youth flag football pompano beach florida,nfl flag league pompano beach",Unknown,Unknown,Yes,Unknown,moderate
FL_00146,Tyreek Hill Flag Football (NFL FLAG),NFL FLAG League,Football,Tyreek Hill NFL FLAG - Wellington,Recreational League,all_levels,Unknown,Wellington,FL,Unknown,Palm Beach,West Palm Beach,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.nflflagtyreekhill.com,Unknown,Unknown,4,14,PreK-8th grade,coed,Yes,multiple,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,0.0,0,verified,Official Website,2025-12-13,League location listed on nflflagtyreekhill.com; confirm exact field address and season dates during registration.,"tyreek hill nfl flag wellington,youth flag football wellington florida,nfl flag league wellington",Unknown,Unknown,Yes,Unknown,moderate
FL_00147,Under the Lights Flag Football,Youth Flag Football League (Under Armour),Football,Under the Lights Tampa-Westchase (Winter),Recreational League,all_levels,14720 Ed Radice Dr,Tampa,FL,33626,Hillsborough,Tampa,Unknown,Unknown,Unknown,westchase@uaflag.com,League Commissioner,Unknown,https://www.uaflag.com/page/show/9162772-tampa-westchase-2025-fall-season-,Unknown,Unknown,4,14,PreK-8th grade,coed,Yes,winter,$175-$199,Unknown,Unknown,Yes,Varies,Jersey (and shorts for most divisions),No,Unknown,0.0,0,verified,Official Website,2025-12-13,Winter season runs January-February with Friday night games at Ed Radice Sports Complex; pricing varies by registration window.,"under the lights westchase youth flag football,tampa friday night flag football pre k 8th,ua flag westchase tampa",Unknown,Unknown,Yes,Unknown,moderate
